Company_Name,Date,Open,High,Low,Close,Adj Close,Volume
Adani Enterprises Ltd,2023-02-14,1735.0,1889.0,1611.349976,1749.699951,1748.826172,14579030
Adani Enterprises Ltd,2023-02-15,1780.0,1824.400024,1750.0,1779.099976,1778.211548,7636578
Adani Enterprises Ltd,2023-02-16,1820.0,1874.949951,1790.0,1796.599976,1795.702759,5578515
Adani Enterprises Ltd,2023-02-17,1800.0,1815.849976,1703.199951,1722.699951,1721.839722,5392513
Adani Enterprises Ltd,2023-02-20,1650.0,1685.0,1560.5,1621.449951,1620.640259,6762330
Adani Enterprises Ltd,2023-02-21,1626.0,1644.449951,1561.300049,1571.099976,1570.31543,5571915
Adani Enterprises Ltd,2023-02-22,1535.0,1560.0,1381.199951,1404.849976,1404.148438,10606476
Adani Enterprises Ltd,2023-02-23,1380.0,1438.0,1350.0,1382.650024,1381.959595,8907540
Adani Enterprises Ltd,2023-02-24,1410.0,1427.0,1261.599976,1315.650024,1314.993042,8736727
Adani Enterprises Ltd,2023-02-27,1300.0,1313.800049,1131.050049,1193.5,1192.904053,10271008
Adani Enterprises Ltd,2023-02-28,1145.0,1398.0,1103.75,1363.849976,1363.168945,33948366
Adani Enterprises Ltd,2023-03-01,1424.0,1580.0,1411.0,1564.300049,1563.518921,20114340
Adani Enterprises Ltd,2023-03-02,1499.900024,1646.0,1407.900024,1607.25,1606.447388,26970925
Adani Enterprises Ltd,2023-03-03,1688.849976,1905.949951,1685.5,1879.5,1878.561401,22888891
Adani Enterprises Ltd,2023-03-06,1966.699951,2135.0,1855.0,1982.900024,1981.90979,27180456
Adani Enterprises Ltd,2023-03-08,2040.0,2088.0,1941.0,2039.650024,2038.63147,13568243
Adani Enterprises Ltd,2023-03-09,2049.800049,2068.850098,1905.349976,1953.150024,1952.174683,12627794
Adani Enterprises Ltd,2023-03-10,1870.0,1940.0,1820.599976,1896.199951,1895.253052,9419942
Adani Enterprises Ltd,2023-03-13,1917.0,1985.0,1857.400024,1874.400024,1873.463989,7572604
Adani Enterprises Ltd,2023-03-14,1874.0,1874.849976,1651.349976,1738.199951,1737.331909,12679663
Adani Enterprises Ltd,2023-03-15,1760.900024,1891.449951,1728.099976,1839.0,1838.081665,12296703
Adani Enterprises Ltd,2023-03-16,1861.0,1875.0,1795.0,1843.800049,1842.879272,6509495
Adani Enterprises Ltd,2023-03-17,1901.0,1918.849976,1845.0,1876.550049,1875.612915,5969594
Adani Enterprises Ltd,2023-03-20,1837.0,1849.949951,1777.400024,1804.949951,1804.048584,5168139
Adani Enterprises Ltd,2023-03-21,1836.949951,1861.0,1804.949951,1824.25,1823.338989,4094018
Adani Enterprises Ltd,2023-03-22,1834.0,1850.0,1806.150024,1815.400024,1814.49353,3248124
Adani Enterprises Ltd,2023-03-23,1794.0,1834.0,1780.0,1794.0,1793.104126,4108804
Adani Enterprises Ltd,2023-03-24,1796.0,1823.0,1695.25,1740.650024,1739.780762,6187968
Adani Enterprises Ltd,2023-03-27,1740.650024,1757.400024,1682.0,1723.050049,1722.189575,5053055
