Company_Name,Date,Open,High,Low,Close,Adj Close,Volume
Adani Enterprises Ltd,2022-03-02,1638.0,1664.25,1615.5,1641.800049,1640.282959,1249817
Adani Enterprises Ltd,2022-03-03,1670.0,1678.199951,1634.949951,1643.800049,1642.281128,1333325
Adani Enterprises Ltd,2022-03-04,1621.800049,1655.5,1601.199951,1615.0,1613.507568,1433490
Adani Enterprises Ltd,2022-03-07,1590.0,1592.0,1539.300049,1564.050049,1562.604736,1508821
Adani Enterprises Ltd,2022-03-08,1574.900024,1607.400024,1553.400024,1601.599976,1600.119995,1396347
Adani Enterprises Ltd,2022-03-09,1609.599976,1669.949951,1608.0,1656.550049,1655.019287,1498176
Adani Enterprises Ltd,2022-03-10,1682.0,1749.599976,1678.25,1742.849976,1741.23938,2294474
Adani Enterprises Ltd,2022-03-11,1750.0,1757.0,1721.199951,1734.099976,1732.497559,1354129
Adani Enterprises Ltd,2022-03-14,1732.0,1752.449951,1722.449951,1736.099976,1734.495728,659190
Adani Enterprises Ltd,2022-03-15,1740.0,1754.199951,1686.650024,1701.400024,1699.827759,1085901
Adani Enterprises Ltd,2022-03-16,1724.0,1764.0,1718.650024,1758.0,1756.375488,1269866
Adani Enterprises Ltd,2022-03-17,1775.599976,1823.599976,1760.0,1819.650024,1817.968506,2392329
Adani Enterprises Ltd,2022-03-21,1836.050049,1841.900024,1796.150024,1802.949951,1801.283813,1081052
Adani Enterprises Ltd,2022-03-22,1802.949951,1837.0,1790.0,1831.550049,1829.857544,964066
Adani Enterprises Ltd,2022-03-23,1848.050049,1848.050049,1800.849976,1811.0,1809.326538,1553366
Adani Enterprises Ltd,2022-03-24,1815.0,1839.550049,1800.150024,1832.800049,1831.106323,1030145
Adani Enterprises Ltd,2022-03-25,1835.550049,1878.0,1822.0,1867.0,1865.274658,1366115
Adani Enterprises Ltd,2022-03-28,1876.900024,1924.400024,1851.050049,1909.699951,1907.935303,1895438
Adani Enterprises Ltd,2022-03-29,1919.25,1930.900024,1885.5,1917.25,1915.478271,1715098
Adani Enterprises Ltd,2022-03-30,1927.699951,2015.0,1917.300049,1995.25,1993.40625,3215951
Adani Enterprises Ltd,2022-03-31,2005.0,2042.0,1991.0,2014.75,2012.888184,2786973
Adani Enterprises Ltd,2022-04-01,2018.0,2049.0,2013.050049,2043.650024,2041.761597,1267111
Adani Enterprises Ltd,2022-04-04,2050.0,2075.5,2032.0,2065.850098,2063.940918,1334265
Adani Enterprises Ltd,2022-04-05,2078.0,2189.800049,2067.600098,2139.850098,2137.872559,4970260
Adani Enterprises Ltd,2022-04-06,2153.75,2182.850098,2124.199951,2160.0,2158.003906,2259018
Adani Enterprises Ltd,2022-04-07,2165.949951,2214.949951,2081.25,2099.050049,2097.110352,3499044
Adani Enterprises Ltd,2022-04-08,2115.0,2176.0,2105.25,2170.949951,2168.943848,1924054
Adani Enterprises Ltd,2022-04-11,2181.850098,2200.0,2158.5,2180.199951,2178.185303,1615715
Adani Enterprises Ltd,2022-04-12,2188.0,2219.0,2155.0,2196.949951,2194.919678,2632324
Adani Enterprises Ltd,2022-04-13,2210.0,2217.149902,2173.449951,2199.449951,2197.41748,992512
Adani Enterprises Ltd,2022-04-18,2179.800049,2240.0,2156.75,2233.850098,2231.785889,1747434
Adani Enterprises Ltd,2022-04-19,2245.0,2255.0,2140.100098,2168.300049,2166.296387,1639219
Adani Enterprises Ltd,2022-04-20,2178.0,2207.949951,2161.899902,2183.949951,2181.931885,1119025
Adani Enterprises Ltd,2022-04-21,2216.0,2293.550049,2203.899902,2286.350098,2284.237305,2243636
Adani Enterprises Ltd,2022-04-22,2297.0,2306.0,2265.0,2273.300049,2271.199219,1786042
Adani Enterprises Ltd,2022-04-25,2259.949951,2295.0,2242.600098,2284.199951,2282.089111,1683622
Adani Enterprises Ltd,2022-04-26,2297.0,2413.899902,2295.100098,2395.300049,2393.08667,3199358
Adani Enterprises Ltd,2022-04-27,2404.949951,2420.949951,2325.0,2334.100098,2331.943359,2559876
Adani Enterprises Ltd,2022-04-28,2359.850098,2389.899902,2336.300049,2378.550049,2376.352051,1679893
Adani Enterprises Ltd,2022-04-29,2389.0,2394.149902,2301.5,2332.0,2329.844971,1916180
Adani Enterprises Ltd,2022-05-02,2325.0,2362.300049,2311.0,2339.5,2337.338135,1006544
Adani Enterprises Ltd,2022-05-04,2358.699951,2362.899902,2233.050049,2253.800049,2251.717285,1744686
Adani Enterprises Ltd,2022-05-05,2270.0,2303.800049,2236.0,2255.399902,2253.315674,1636796
Adani Enterprises Ltd,2022-05-06,2210.0,2262.0,2200.0,2247.699951,2245.623047,1161579
Adani Enterprises Ltd,2022-05-09,2229.5,2244.199951,2180.0,2197.649902,2195.619141,1450886
Adani Enterprises Ltd,2022-05-10,2190.0,2220.0,2097.5,2109.5,2107.550537,1471866
Adani Enterprises Ltd,2022-05-11,2109.600098,2157.75,2077.0,2119.300049,2117.341553,1397917
Adani Enterprises Ltd,2022-05-12,2103.0,2113.600098,2011.050049,2045.199951,2043.309937,1553685
Adani Enterprises Ltd,2022-05-13,2084.5,2135.0,2035.300049,2054.149902,2052.251709,1547617
Adani Enterprises Ltd,2022-05-16,2082.649902,2141.949951,2057.649902,2105.899902,2103.954102,1742552
Adani Enterprises Ltd,2022-05-17,2133.050049,2192.25,2119.399902,2184.850098,2182.831055,1061085
Adani Enterprises Ltd,2022-05-18,2199.699951,2216.899902,2172.0,2181.100098,2179.084717,1296983
Adani Enterprises Ltd,2022-05-19,2145.0,2154.75,2097.600098,2114.75,2112.795654,986930
Adani Enterprises Ltd,2022-05-20,2159.0,2232.399902,2151.0,2219.550049,2217.499023,1444803
Adani Enterprises Ltd,2022-05-23,2231.75,2245.0,2155.649902,2170.649902,2168.644043,1455450
Adani Enterprises Ltd,2022-05-24,2161.0,2178.899902,2142.550049,2160.199951,2158.203857,1008943
Adani Enterprises Ltd,2022-05-25,2168.0,2181.449951,2066.199951,2074.149902,2072.233398,1382448
Adani Enterprises Ltd,2022-05-26,2077.0,2088.0,1906.199951,2046.400024,2044.509033,4967514
Adani Enterprises Ltd,2022-05-27,2080.0,2094.300049,2047.699951,2080.149902,2078.227539,1354005
Adani Enterprises Ltd,2022-05-30,2120.0,2175.0,2102.0,2165.649902,2163.648682,1384584
Adani Enterprises Ltd,2022-05-31,2160.0,2225.800049,2150.399902,2167.550049,2165.546875,2861556
Adani Enterprises Ltd,2022-06-01,2169.949951,2189.300049,2126.0,2150.899902,2148.912354,1448212
Adani Enterprises Ltd,2022-06-02,2155.0,2218.0,2142.300049,2209.399902,2207.358398,1855167
Adani Enterprises Ltd,2022-06-03,2235.0,2242.25,2176.050049,2190.0,2187.976318,1651685
Adani Enterprises Ltd,2022-06-06,2188.5,2230.0,2168.199951,2225.050049,2222.993896,1664487
Adani Enterprises Ltd,2022-06-07,2210.0,2254.699951,2207.050049,2227.550049,2225.491699,2046676
Adani Enterprises Ltd,2022-06-08,2244.949951,2244.949951,2158.550049,2177.199951,2175.188232,1530739
Adani Enterprises Ltd,2022-06-09,2160.300049,2224.0,2155.0,2219.199951,2217.14917,1440385
Adani Enterprises Ltd,2022-06-10,2190.0,2215.0,2171.0,2203.100098,2201.064209,1305761
Adani Enterprises Ltd,2022-06-13,2172.5,2172.5,2066.75,2079.75,2077.828125,1764172
Adani Enterprises Ltd,2022-06-14,2274.0,2274.0,2053.100098,2196.449951,2194.420166,6515102
Adani Enterprises Ltd,2022-06-15,2218.399902,2219.699951,2174.199951,2184.600098,2182.581543,1313510
Adani Enterprises Ltd,2022-06-16,2205.0,2217.300049,2076.050049,2083.0,2081.074951,2131789
Adani Enterprises Ltd,2022-06-17,2062.0,2137.399902,2060.149902,2095.800049,2093.863281,2280135
Adani Enterprises Ltd,2022-06-20,2107.300049,2123.300049,2025.0,2079.850098,2077.928223,2603594
Adani Enterprises Ltd,2022-06-21,2100.0,2177.0,2091.649902,2161.800049,2159.802246,1331500
Adani Enterprises Ltd,2022-06-22,2149.949951,2149.949951,2077.100098,2089.199951,2087.269531,1774137
Adani Enterprises Ltd,2022-06-23,2105.0,2128.0,2080.0,2110.350098,2108.399902,1026783
Adani Enterprises Ltd,2022-06-24,2121.0,2168.0,2108.600098,2161.449951,2159.452637,1156536
Adani Enterprises Ltd,2022-06-27,2189.0,2211.0,2169.350098,2181.600098,2179.584229,1202504
Adani Enterprises Ltd,2022-06-28,2170.0,2210.25,2160.0,2204.600098,2202.562988,1282047
Adani Enterprises Ltd,2022-06-29,2185.0,2247.800049,2177.199951,2220.100098,2218.048584,1692493
Adani Enterprises Ltd,2022-06-30,2220.0,2248.5,2180.5,2190.899902,2188.875488,1568415
Adani Enterprises Ltd,2022-07-01,2189.899902,2242.0,2138.25,2232.199951,2230.137207,2141743
Adani Enterprises Ltd,2022-07-04,2232.199951,2277.0,2228.350098,2261.850098,2259.76001,1581159
Adani Enterprises Ltd,2022-07-05,2264.0,2290.699951,2238.0,2246.449951,2244.374023,1356776
Adani Enterprises Ltd,2022-07-06,2245.0,2277.0,2236.5,2272.850098,2270.749756,1045463
Adani Enterprises Ltd,2022-07-07,2280.0,2294.949951,2256.0,2274.300049,2272.198486,946131
Adani Enterprises Ltd,2022-07-08,2286.0,2303.600098,2263.899902,2293.050049,2290.931152,898576
Adani Enterprises Ltd,2022-07-11,2293.050049,2384.600098,2291.050049,2373.25,2371.056885,1967308
Adani Enterprises Ltd,2022-07-12,2364.399902,2389.800049,2350.149902,2365.649902,2363.463867,1273008
Adani Enterprises Ltd,2022-07-13,2373.5,2384.649902,2333.699951,2353.5,2351.325195,982185
Adani Enterprises Ltd,2022-07-14,2365.0,2404.0,2336.5,2383.100098,2381.910156,933554
Adani Enterprises Ltd,2022-07-15,2414.5,2422.949951,2377.0,2405.25,2404.048828,1169788
Adani Enterprises Ltd,2022-07-18,2424.0,2441.850098,2406.050049,2423.600098,2422.389893,937204
Adani Enterprises Ltd,2022-07-19,2406.949951,2459.300049,2405.0,2451.300049,2450.075928,843301
Adani Enterprises Ltd,2022-07-20,2462.0,2472.800049,2444.0,2451.100098,2449.875977,693601
Adani Enterprises Ltd,2022-07-21,2453.800049,2498.949951,2451.25,2495.5,2494.253906,1314165
Adani Enterprises Ltd,2022-07-22,2505.5,2514.050049,2483.100098,2499.399902,2498.151855,833522
Adani Enterprises Ltd,2022-07-25,2505.0,2562.149902,2500.0,2550.600098,2549.326416,1220351
Adani Enterprises Ltd,2022-07-26,2555.0,2568.600098,2533.0,2559.699951,2558.421631,865142
Adani Enterprises Ltd,2022-07-27,2560.0,2572.5,2528.0,2548.699951,2547.427246,953588
Adani Enterprises Ltd,2022-07-28,2559.899902,2565.649902,2531.600098,2550.399902,2549.126221,759442
Adani Enterprises Ltd,2022-07-29,2565.0,2622.0,2560.0,2569.199951,2567.916992,1107195
Adani Enterprises Ltd,2022-08-01,2575.850098,2669.399902,2569.199951,2660.149902,2658.821533,1267039
Adani Enterprises Ltd,2022-08-02,2660.0,2697.0,2640.0,2683.649902,2682.309814,1096480
Adani Enterprises Ltd,2022-08-03,2685.0,2717.0,2671.199951,2711.399902,2710.045898,815831
Adani Enterprises Ltd,2022-08-04,2725.0,2743.899902,2684.25,2723.600098,2722.23999,1223799
Adani Enterprises Ltd,2022-08-05,2760.0,2767.649902,2685.0,2698.399902,2697.05249,1639981
Adani Enterprises Ltd,2022-08-08,2700.0,2807.649902,2695.649902,2791.899902,2790.505615,1581696
Adani Enterprises Ltd,2022-08-10,2801.75,2834.899902,2781.550049,2827.199951,2825.788086,1304663
Adani Enterprises Ltd,2022-08-11,2841.0,2848.399902,2815.100098,2834.050049,2832.634766,978616
Adani Enterprises Ltd,2022-08-12,2840.0,2871.149902,2834.050049,2864.550049,2863.119629,843025
Adani Enterprises Ltd,2022-08-16,2879.0,2986.0,2871.0,2975.850098,2974.364014,1969492
Adani Enterprises Ltd,2022-08-17,2986.0,3028.550049,2980.0,3008.649902,3007.147461,1510171
Adani Enterprises Ltd,2022-08-18,3005.0,3186.0,3004.0,3153.649902,3152.074951,3502295
Adani Enterprises Ltd,2022-08-19,3178.0,3258.899902,3075.25,3130.199951,3128.636719,6109949
Adani Enterprises Ltd,2022-08-22,3134.0,3191.800049,3029.199951,3051.600098,3050.076172,3473580
Adani Enterprises Ltd,2022-08-23,3032.649902,3074.0,2927.399902,3030.649902,3029.136475,4169136
Adani Enterprises Ltd,2022-08-24,3038.0,3153.0,2986.0,3134.649902,3133.084473,3475387
Adani Enterprises Ltd,2022-08-25,3167.0,3177.800049,3055.699951,3066.350098,3064.818848,3119494
Adani Enterprises Ltd,2022-08-26,3080.0,3172.949951,3078.0,3139.550049,3137.982178,2897602
Adani Enterprises Ltd,2022-08-29,3055.0,3166.449951,3037.850098,3142.600098,3141.030762,1924984
Adani Enterprises Ltd,2022-08-30,3165.0,3263.100098,3161.0,3194.350098,3192.754883,4392183
Adani Enterprises Ltd,2022-09-01,3200.0,3245.0,3184.399902,3233.25,3231.635498,1880363
Adani Enterprises Ltd,2022-09-02,3261.0,3369.399902,3225.0,3355.800049,3354.124268,4835905
Adani Enterprises Ltd,2022-09-05,3374.100098,3431.800049,3313.0,3346.550049,3344.878906,3686950
Adani Enterprises Ltd,2022-09-06,3370.0,3447.600098,3355.0,3435.800049,3434.084229,2580772
Adani Enterprises Ltd,2022-09-07,3435.800049,3487.949951,3406.100098,3473.75,3472.015381,2188110
Adani Enterprises Ltd,2022-09-08,3499.0,3501.5,3450.0,3462.800049,3461.070801,1560414
Adani Enterprises Ltd,2022-09-09,3479.0,3507.949951,3415.149902,3451.199951,3449.476563,1614634
Adani Enterprises Ltd,2022-09-12,3465.0,3495.5,3457.899902,3463.800049,3462.070313,1647756
Adani Enterprises Ltd,2022-09-13,3478.0,3568.899902,3421.300049,3555.800049,3554.024414,3479669
Adani Enterprises Ltd,2022-09-14,3518.0,3608.0,3511.0,3572.100098,3570.316406,2740337
Adani Enterprises Ltd,2022-09-15,3590.0,3767.949951,3575.0,3748.699951,3746.827881,4716688
Adani Enterprises Ltd,2022-09-16,3755.0,3866.949951,3614.600098,3702.199951,3700.351074,5687429
Adani Enterprises Ltd,2022-09-19,3718.949951,3801.949951,3680.75,3778.649902,3776.762939,3092486
Adani Enterprises Ltd,2022-09-20,3819.0,3885.0,3812.0,3834.550049,3832.635254,3338704
Adani Enterprises Ltd,2022-09-21,3837.649902,3862.800049,3571.25,3640.100098,3638.282471,6089846
Adani Enterprises Ltd,2022-09-22,3639.0,3735.949951,3608.050049,3716.300049,3714.444336,3490772
Adani Enterprises Ltd,2022-09-23,3732.0,3737.899902,3655.0,3674.300049,3672.465332,3001474
Adani Enterprises Ltd,2022-09-26,3646.300049,3658.0,3532.0,3586.199951,3584.40918,3123908
Adani Enterprises Ltd,2022-09-27,3596.0,3629.550049,3485.850098,3559.100098,3557.322754,3546332
Adani Enterprises Ltd,2022-09-28,3528.0,3596.949951,3503.0,3548.75,3546.977783,2259832
Adani Enterprises Ltd,2022-09-29,3583.5,3664.75,3443.600098,3470.699951,3468.966797,15060223
Adani Enterprises Ltd,2022-09-30,3447.949951,3523.800049,3371.100098,3455.75,3454.024414,4307707
Adani Enterprises Ltd,2022-10-03,3440.0,3460.050049,3110.199951,3157.300049,3155.723389,7578847
Adani Enterprises Ltd,2022-10-04,3230.0,3291.199951,3125.0,3237.699951,3236.083252,5642467
Adani Enterprises Ltd,2022-10-06,3270.0,3318.800049,3208.050049,3285.0,3283.359619,2845165
Adani Enterprises Ltd,2022-10-07,3280.0,3310.949951,3228.149902,3277.600098,3275.963379,1930275
Adani Enterprises Ltd,2022-10-10,3234.0,3278.75,3214.350098,3246.25,3244.628906,1590792
Adani Enterprises Ltd,2022-10-11,3257.550049,3338.0,3249.0,3273.949951,3272.314941,2544394
Adani Enterprises Ltd,2022-10-12,3297.0,3297.0,3145.0,3223.649902,3222.040039,2972601
Adani Enterprises Ltd,2022-10-13,3218.0,3262.800049,3189.0,3233.649902,3232.035156,1840193
Adani Enterprises Ltd,2022-10-14,3272.0,3305.0,3194.850098,3209.5,3207.897217,1344415
Adani Enterprises Ltd,2022-10-17,3211.0,3235.0,3136.100098,3212.600098,3210.99585,1985298
Adani Enterprises Ltd,2022-10-18,3249.0,3298.0,3226.100098,3284.300049,3282.659912,1635079
Adani Enterprises Ltd,2022-10-19,3300.0,3310.0,3259.649902,3277.25,3275.613525,1396513
Adani Enterprises Ltd,2022-10-20,3260.0,3365.0,3245.0,3357.100098,3355.423584,2211287
Adani Enterprises Ltd,2022-10-21,3374.899902,3382.0,3287.0,3311.899902,3310.246094,1120790
Adani Enterprises Ltd,2022-10-24,3325.0,3340.100098,3287.399902,3309.800049,3308.147217,248249
Adani Enterprises Ltd,2022-10-25,3321.949951,3345.0,3294.0,3300.5,3298.851807,879424
Adani Enterprises Ltd,2022-10-27,3319.850098,3355.0,3297.0,3325.0,3323.3396,1106870
Adani Enterprises Ltd,2022-10-28,3322.0,3387.949951,3297.649902,3323.300049,3321.640381,1323334
Adani Enterprises Ltd,2022-10-31,3339.949951,3360.0,3326.100098,3347.449951,3345.77832,575722
Adani Enterprises Ltd,2022-11-01,3361.899902,3607.449951,3352.0,3575.699951,3573.914307,4393335
Adani Enterprises Ltd,2022-11-02,3580.0,3625.149902,3526.0,3580.699951,3578.911865,2534755
Adani Enterprises Ltd,2022-11-03,3550.0,3614.699951,3542.449951,3590.399902,3588.606934,1275216
Adani Enterprises Ltd,2022-11-04,3642.0,3849.800049,3566.75,3833.25,3831.335693,6112097
Adani Enterprises Ltd,2022-11-07,3852.449951,4013.699951,3820.0,3960.600098,3958.622314,5985652
Adani Enterprises Ltd,2022-11-09,3977.0,4048.0,3943.050049,3997.199951,3995.203857,3732472
Adani Enterprises Ltd,2022-11-10,3995.0,4030.0,3962.149902,3992.25,3990.256348,2313795
Adani Enterprises Ltd,2022-11-11,4040.0,4048.949951,3975.149902,4008.850098,4006.848145,1476875
Adani Enterprises Ltd,2022-11-14,3999.0,4078.0,3990.0,4022.550049,4020.54126,1803092
Adani Enterprises Ltd,2022-11-15,4025.050049,4065.0,4022.0,4057.800049,4055.773682,1065546
Adani Enterprises Ltd,2022-11-16,4057.300049,4096.0,3863.550049,3956.600098,3954.624268,3059841
Adani Enterprises Ltd,2022-11-17,3970.0,4033.0,3900.0,4018.149902,4016.143311,2266112
Adani Enterprises Ltd,2022-11-18,4028.350098,4043.0,3984.0,4019.800049,4017.792725,1440776
Adani Enterprises Ltd,2022-11-21,4019.949951,4019.949951,3921.949951,4001.850098,3999.851807,1492003
Adani Enterprises Ltd,2022-11-22,4001.850098,4056.0,3988.0,4034.0,4031.985596,1705043
Adani Enterprises Ltd,2022-11-23,4050.0,4061.850098,3873.0,3903.300049,3901.35083,2861156
Adani Enterprises Ltd,2022-11-24,3910.0,3935.0,3821.0,3921.100098,3919.14209,2797181
Adani Enterprises Ltd,2022-11-25,3929.0,3949.899902,3845.300049,3901.100098,3899.1521,2506346
Adani Enterprises Ltd,2022-11-28,3899.399902,3925.0,3871.399902,3886.149902,3884.209229,1119166
Adani Enterprises Ltd,2022-11-29,3885.0,3915.0,3864.050049,3878.399902,3876.463135,1513444
Adani Enterprises Ltd,2022-11-30,3897.800049,3939.899902,3867.0,3917.899902,3915.943359,1968428
Adani Enterprises Ltd,2022-12-01,3937.5,3944.949951,3902.449951,3915.100098,3913.14502,945838
Adani Enterprises Ltd,2022-12-02,3905.0,3963.800049,3885.0,3922.5,3920.54126,1297832
Adani Enterprises Ltd,2022-12-05,3928.899902,3939.0,3810.050049,3930.399902,3928.437256,2392866
Adani Enterprises Ltd,2022-12-06,3920.0,4057.0,3909.0,4031.800049,4029.786621,2962621
Adani Enterprises Ltd,2022-12-07,4031.0,4057.899902,3984.550049,3999.300049,3997.302979,1257261
Adani Enterprises Ltd,2022-12-08,4010.0,4045.0,4003.350098,4025.0,4022.98999,895075
Adani Enterprises Ltd,2022-12-09,4044.0,4094.0,3941.5,3996.800049,3994.804199,2129800
Adani Enterprises Ltd,2022-12-12,3997.0,4031.899902,3968.75,4016.699951,4014.694092,802499
Adani Enterprises Ltd,2022-12-13,4027.800049,4072.0,4011.600098,4060.199951,4058.172363,1215308
Adani Enterprises Ltd,2022-12-14,4076.0,4092.050049,4040.0,4055.800049,4053.774658,1114492
Adani Enterprises Ltd,2022-12-15,4055.800049,4073.050049,4025.0,4043.75,4041.730713,866138
Adani Enterprises Ltd,2022-12-16,4018.899902,4047.899902,3944.050049,3980.800049,3978.812256,1598960
Adani Enterprises Ltd,2022-12-19,3988.0,4104.0,3971.449951,4075.300049,4073.264893,1643404
Adani Enterprises Ltd,2022-12-20,4095.0,4172.0,4066.399902,4165.299805,4163.219727,3778426
Adani Enterprises Ltd,2022-12-21,4175.0,4190.0,3883.25,3901.949951,3900.001465,3585883
Adani Enterprises Ltd,2022-12-22,3948.0,3948.0,3817.050049,3868.550049,3866.618164,2879658
Adani Enterprises Ltd,2022-12-23,3822.0,3848.0,3616.800049,3642.199951,3640.381104,3036157
Adani Enterprises Ltd,2022-12-26,3653.0,3744.899902,3620.0,3716.75,3714.894043,2162662
Adani Enterprises Ltd,2022-12-27,3732.449951,3797.899902,3695.050049,3769.649902,3767.767578,1804911
Adani Enterprises Ltd,2022-12-28,3756.050049,3825.0,3745.0,3797.699951,3795.803467,1377950
Adani Enterprises Ltd,2022-12-29,3790.0,3825.0,3748.100098,3810.600098,3808.697266,1531692
Adani Enterprises Ltd,2022-12-30,3829.699951,3898.0,3822.050049,3858.350098,3856.42334,1528747
Adani Enterprises Ltd,2023-01-02,3870.0,3874.0,3822.550049,3841.199951,3839.281738,923051
Adani Enterprises Ltd,2023-01-03,3841.899902,3852.850098,3791.0,3830.949951,3829.036865,799905
Adani Enterprises Ltd,2023-01-04,3839.0,3874.949951,3803.600098,3827.050049,3825.138916,1028377
Adani Enterprises Ltd,2023-01-05,3827.050049,3842.399902,3756.899902,3829.800049,3827.887451,997006
Adani Enterprises Ltd,2023-01-06,3829.0,3868.25,3797.050049,3824.25,3822.340332,912159
Adani Enterprises Ltd,2023-01-09,3843.0,3880.0,3811.25,3855.300049,3853.374756,753981
Adani Enterprises Ltd,2023-01-10,3859.0,3862.050049,3555.0,3646.899902,3645.078857,3595798
Adani Enterprises Ltd,2023-01-11,3660.0,3664.5,3560.100098,3635.800049,3633.984375,2226506
Adani Enterprises Ltd,2023-01-12,3642.5,3679.0,3612.0,3647.199951,3645.378662,1199785
Adani Enterprises Ltd,2023-01-13,3651.199951,3736.050049,3642.199951,3721.149902,3719.291748,1364712
Adani Enterprises Ltd,2023-01-16,3720.0,3739.949951,3600.0,3619.800049,3617.992432,1863848
Adani Enterprises Ltd,2023-01-17,3620.0,3649.600098,3560.199951,3639.350098,3637.532715,1668381
Adani Enterprises Ltd,2023-01-18,3648.0,3648.0,3527.100098,3596.699951,3594.903809,3652240
Adani Enterprises Ltd,2023-01-19,3470.0,3537.699951,3426.699951,3463.550049,3461.820557,3696319
Adani Enterprises Ltd,2023-01-20,3450.0,3477.350098,3440.949951,3456.149902,3454.424072,1510258
Adani Enterprises Ltd,2023-01-23,3443.050049,3460.0,3412.550049,3436.350098,3434.634033,974857
Adani Enterprises Ltd,2023-01-24,3447.449951,3508.0,3430.0,3442.0,3440.28125,1518123
Adani Enterprises Ltd,2023-01-25,3422.0,3428.0,3315.0,3388.949951,3387.257568,3686439
Adani Enterprises Ltd,2023-01-27,3335.0,3346.5,2712.0,2761.449951,2760.071045,14764368
Adani Enterprises Ltd,2023-01-30,2850.0,3037.550049,2665.0,2892.850098,2891.405518,20947906
Adani Enterprises Ltd,2023-01-31,2980.0,3073.600098,2906.0,2973.899902,2972.414795,11568020
Adani Enterprises Ltd,2023-02-01,2995.0,3010.75,1941.199951,2135.350098,2134.283691,13525314
Adani Enterprises Ltd,2023-02-02,2348.850098,2348.850098,1494.75,1565.25,1564.468384,34474080
Adani Enterprises Ltd,2023-02-03,1490.0,1679.900024,1017.450012,1586.800049,1586.00769,43885579
Adani Enterprises Ltd,2023-02-06,1575.0,1615.0,1435.199951,1572.699951,1571.914551,19308603
Adani Enterprises Ltd,2023-02-07,1571.0,1962.699951,1525.599976,1802.949951,1802.049561,19188072
Adani Enterprises Ltd,2023-02-08,1869.849976,2222.149902,1840.849976,2164.25,2163.169189,19173006
Adani Enterprises Ltd,2023-02-09,2168.0,2168.0,1731.400024,1925.699951,1924.738281,18279862
Adani Enterprises Ltd,2023-02-10,1769.0,1990.0,1733.150024,1846.949951,1846.027588,11334878
Adani Enterprises Ltd,2023-02-13,1850.0,1921.699951,1662.25,1717.650024,1716.792236,12210940
